MMID,code,SiteID,exp,tag_sequencing,Metagenome_reads,Contigs,latitude,longitude,Altitude,sample_type,location1,location2,location3,location4,site_name,geotype1,tectonics1,tectonics2,tectonics3,tectonics4,aersub1,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Temp,Salinity,pH,do,toc,tn,dic,co2,he,n2,doc,ch4,h2,o2,w_g,rc_ra,f,cl,so4,br,h2s,no_3,nh4,po4,li,na,nh4,k,mg,ca,si,database_solid,database_soli_id,material,rock_type,sample_name,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,p2o5_d,h2op_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,DPM,CT,SedThic_On,DistCoast,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,code_bis,Cl_Set,Ca_Set,TAS
CR18RCF,RC_f,RC,CR18,RC180404.f_S44277,NA,NA,9.30283,-83.29782,943,fluid,Central_America,Costa_Rica,Cordillera Talamanca,Ujarassa,Ujarassa,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3193086,intrusive igneous rocks,igneous,igneous_uncl,206330,9.69694444,-83.358056,8.41347056,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",60,2.83,7.7,45,7.57,NA,1.07,777.6269,0.038083,214.8475,0.53,4.367896,0.002466,0.130983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,15.897,0.25,0.204,0.21,1.81,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84.217,96.24,49.1,1.05,15.52,9.47,0.15,7.11,9.44,2.46,1.52,0.42,NA,490,NA,NA,27,450.28,68,310.55,NA,14.28,99,3.4,2.01,1.03,NA,3.26,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17,NA,3.15,417,0.1,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45,854.9539454,30.48565885,793.807,45.93062433,131.7302671,617.9157476,178.2208999,1410.14816,95.05850623,1202.662061,29.53759832,109.724205,1.825674811,1026.295011,cam,0.3941281736,-74.37892151,40.89027786,8.666784287,7.962999344,106.6104584,RC,,Mature deep,Basalt
CR18RRF,RR_f,RR,CR18,RR180407.f_S44239,NA,NA,8.63591,-82.22369,792,fluid,Central_America,Panama,Cordillera Talamanca,Rockslide,Rockslide,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188281,felsic,igneous,granite,155979,8.63305556,-82.199722,2.66544235,"Quartz,Copper,Epidote,Magnetite,Malachite,Bornite,Muscovite,Pyrite,Chalcopyrite",41.3,2.51,NA,73,0.08,NA,0.32,0,0.017163,768.6467,NA,0.028655,0.032077,221.4196,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,8.956,0.139,0.113,0.09,5.84,NA,EarthChem,M55KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M55KH,8.796,-82.474,98.4906168,55.91,0.76,16.44,6.5506168,0.12,5.11,8.1,3.29,1.92,0.29,NA,NA,NA,NA,NA,205.5,NA,1291.24,NA,62.87,117.67,2.2,1.11,0.44,NA,3.49,0.4,33.02,NA,0.15,6.51,27.9,6.34,7.63,47,NA,4.45,1370,0.34,0.44,7.7,NA,NA,2.23,NA,11.26,1.03,126,964.9,25.4,533.5,40.2,141.2,542.2,113.7,1444.8,40,1072,56.6,102.6,2,902.1,cam,74.5,-52.8,43.1,8.8,7.8,109.1,RR,,Mature deep,Andesite
CR18RRS,RR_s,RR,CR18,RR180407.s_S44284,NA,NA,8.63591,-82.22369,792,sediment,Central_America,Panama,Cordillera Talamanca,Rockslide,Rockslide,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188281,felsic,igneous,granite,155979,8.63305556,-82.199722,2.66544235,"Quartz,Copper,Epidote,Magnetite,Malachite,Bornite,Muscovite,Pyrite,Chalcopyrite",41.3,2.51,NA,73,0.08,NA,0.32,0,0.017163,768.6467,NA,0.028655,0.032077,221.4196,w,NA,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,M55KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M55KH,8.796,-82.474,98.4906168,55.91,0.76,16.44,6.5506168,0.12,5.11,8.1,3.29,1.92,0.29,NA,NA,NA,NA,NA,205.5,NA,1291.24,NA,62.87,117.67,2.2,1.11,0.44,NA,3.49,0.4,33.02,NA,0.15,6.51,27.9,6.34,7.63,47,NA,4.45,1370,0.34,0.44,7.7,NA,NA,2.23,NA,11.26,1.03,126,964.9,25.4,533.5,40.2,141.2,542.2,113.7,1444.8,40,1072,56.6,102.6,2,902.1,cam,74.5,-52.8,43.1,8.8,7.8,109.1,RR,,Mature deep,Andesite
CR17RSS,RS_s,RS,CR17,RSS.RS170216_S38572,CR17RSS,CR17RSS,10.232331,-85.531602,82,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Nicoya,Ranchero etl Salitral,spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,aerial,948807,mafic,igneous,basalt,215176,10.8091667,-85.5,6.12339999,"Cristobalite,Opal,Quartz",29,0.132,9.96,5.6,1.1900778,0.1,0.25,0,0,868.27984,0.3,0.6938,0.22825,106.49979,w,2.66,0.007140526316,0.6473185915,0.07,0.000614875,NA,0,NA,0.0007668421053,0,1.603995652,0.008457777778,0.0184258312,0.01,0.08,NA,EarthChem,020703-1Z,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",020703-1Z,10.48,-85.4,99.6964243,73.2,0.41,14.83,2.7264243,0.07,0.42,2.58,2.33,3.08,0.05,NA,NA,NA,NA,NA,68.63,NA,1782.3,NA,46.92,8.53,3.26,1.94,1.2,NA,3.45,0.71,22.74,NA,0.4,8.39,17.15,15.27,4.9,58,NA,3.52,322,0.78,0.56,6.38,NA,NA,3.86,NA,18.08,2.27,149.5,711.7,34.1,117.2,28,94.4,775.3,406.2,1339.2,69.8,1430.9,27.2,79.5,2,106,cam,5.6,-33,25.3,8.5,4.7,103.3,RS,Perypheral geothermal,Mature deep,Rhyolite
CR17S14,S14_s,S14,,S14.S.14_S38590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR17S33,S33_s,S33,,S33.S.33_S38573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR18SCS,SC_s,SC,CR18,SC180411.s_S44251,CR18SCS,NA,8.15755,-81.13097,136,sediment,Central_America,Panama,Panama slab window,El Salao Campollano,El Salao Campollano,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188281,felsic,igneous,granite,132473,8.83277778,-80.666667,52.9756856,"Albite,Arsenopyrite,Bornite,Chalcocite,Chalcopyrite,Copper,Covellite,Cubanite,Cuprite,Epidote,Galena,Goethite,Gold,Hematite,Ilmenite,Kaolinite,Magnetite,Molybdenite,Muscovite,Pyrite,Sphalerite,Tetrahedrite,Titanite",29.9,56.21,6.5,30,7.92,NA,58.45,NA,NA,NA,NA,NA,NA,NA,g,7.59,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,DB05-088,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,TRACHYANDESITE",DB05-088,7.98278,-81.36768,96.31,49.56,0.95,15.81,10.527777,0.19,5.31,6.96,3.07,2.44,0.32,NA,NA,NA,NA,22,374,NA,NA,NA,18.65,72,3.85,2.2,1.13,NA,3.7,0.79,8.7,NA,0.35,3.39,12.63,3.03,2.85,38.18,36,3.29,707,NA,0.59,0.8,NA,NA,0.39,NA,20.75,2.36,72,1063.9,21.9,3.7,28,211.3,514.4,187.4,1505.9,48.6,956.1,81.4,90.6,2.1,129.7,cam,195,-19.4,26.7,5.9,55.5,111,SC,,Mature deep,Basalt
CR18SCF,SC_f,SC,CR18,SC180411.f_S44268,NA,NA,8.15755,-81.13097,136,fluid,Central_America,Panama,Panama slab window,El Salao Campollano,El Salao Campollano,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188281,felsic,igneous,granite,132473,8.83277778,-80.666667,52.9756856,"Albite,Arsenopyrite,Bornite,Chalcocite,Chalcopyrite,Copper,Covellite,Cubanite,Cuprite,Epidote,Galena,Goethite,Gold,Hematite,Ilmenite,Kaolinite,Magnetite,Molybdenite,Muscovite,Pyrite,Sphalerite,Tetrahedrite,Titanite",29.9,56.21,6.5,30,7.92,NA,58.45,NA,NA,NA,NA,NA,NA,NA,g,7.59,NA,NA,NA,NA,NA,NA,NA,NA,0.877,255.19,NA,6.817,4.43,10.98,NA,EarthChem,DB05-088,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,TRACHYANDESITE",DB05-088,7.98278,-81.36768,96.31,49.56,0.95,15.81,10.527777,0.19,5.31,6.96,3.07,2.44,0.32,NA,NA,NA,NA,22,374,NA,NA,NA,18.65,72,3.85,2.2,1.13,NA,3.7,0.79,8.7,NA,0.35,3.39,12.63,3.03,2.85,38.18,36,3.29,707,NA,0.59,0.8,NA,NA,0.39,NA,20.75,2.36,72,1063.9,21.9,3.7,28,211.3,514.4,187.4,1505.9,48.6,956.1,81.4,90.6,2.1,129.7,cam,195,-19.4,26.7,5.9,55.5,111,SC,,Mature deep,Basalt
CR17SIS,SI_s,SI,CR17,SIS.SI170217_S38575,CR17SIS,CR17SIS,10.301239,-85.610549,36,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Nicoya,El Sitio,spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,aerial,3186035,mafic,igneous,basalt,215176,10.8091667,-85.5,13.0483729,"Cristobalite,Opal,Quartz",36,1.818,9.83,36.2,4.4480836,0.35,2.24,67.4,0.08551,917.73416,0.4,0,0.00342,4.01363,g,0.39,0.01051526316,0.6368552113,0.03,0.00035475,NA,0.02674822581,NA,0.0007331578947,0.00034,1.11079087,0,0.03014731458,0.02,0.15,NA,EarthChem,020703-1Z,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",020703-1Z,10.48,-85.4,99.6964243,73.2,0.41,14.83,2.7264243,0.07,0.42,2.58,2.33,3.08,0.05,NA,NA,NA,NA,NA,68.63,NA,1782.3,NA,46.92,8.53,3.26,1.94,1.2,NA,3.45,0.71,22.74,NA,0.4,8.39,17.15,15.27,4.9,58,NA,3.52,322,0.78,0.56,6.38,NA,NA,3.86,NA,18.08,2.27,149.5,703.9,33.8,154.9,30.5,94.3,785.6,417.8,1341,66.4,1442.3,37,78.9,1.9,26,cam,1.2,-33.2,25.7,8.5,4.7,103.3,SI,Alkaline soda springs,Mature deep,Rhyolite
CR17SLF,SL_f,SL,CR17,SLF.SL170214_S38574,NA,CR17SLF,10.290599,-84.972435,165,fluid,Central_America,Costa_Rica,Active volcanic arc,Guanacaste_region,Santa Lucia,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,948789,felsic,igneous,granite,215165,10.3066667,-84.940278,3.57916815,"Galena,Gold,Hematite,Pyrite,Quartz,Sphalerite,Stibnite",57,1.462,6.12,22,3.1447098,0.24,5.69,NA,NA,NA,6.29,NA,NA,NA,w,3.84,0.08158105263,3.52374338,5.02,0.0017215,NA,0.02654467742,0.9,0.001474631579,0.07198285714,11.83016174,0.3100688889,0.5385846547,1.07,2.74,372.666,EarthChem,BOMB_80_7,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ANDESITE",BOMB_80_7,10.467,-84.733,99.91,53.3,0.65,18.77,8.6,0.18,5.58,9.54,2.68,0.43,0.18,NA,90.594,25.594,0.73,30.028,164.937,79.568,351.962,NA,18.655,53.062,2.74,1.612,0.98,NA,2.978,0.563,8.121,6.385,0.245,2.484,11.491,2.004,2.635,6.821,25.149,2.946,587.913,0.147,0.46,0.599,NA,0.023,0.232,0.169,16.125,1.574,38.523,709.4,38.1,56.7,34,138.3,760.6,367.7,1378.6,35.5,1398,22.3,85.4,1.7,250.4,cam,4.2,-59,39.2,8.5,8.1,104.1,SL,Perypheral geothermal,Mature deep,Basaltic Andesite
CR17SLS,SL_s,SL,CR17,SLS.SL170214.S_S38576,CR17SLS,CR17SLS,10.290599,-84.972435,165,sediment,Central_America,Costa_Rica,Active volcanic arc,Guanacaste_region,Santa Lucia,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,948789,felsic,igneous,granite,215165,10.3066667,-84.940278,3.57916815,"Galena,Gold,Hematite,Pyrite,Quartz,Sphalerite,Stibnite",57,1.462,6.12,22,3.1447098,0.24,5.69,NA,NA,NA,6.29,NA,NA,NA,w,3.84,,,,,NA,0.02654467742,NA,,,,,,,,NA,EarthChem,BOMB_80_7,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ANDESITE",BOMB_80_7,10.467,-84.733,99.91,53.3,0.65,18.77,8.6,0.18,5.58,9.54,2.68,0.43,0.18,NA,90.594,25.594,0.73,30.028,164.937,79.568,351.962,NA,18.655,53.062,2.74,1.612,0.98,NA,2.978,0.563,8.121,6.385,0.245,2.484,11.491,2.004,2.635,6.821,25.149,2.946,587.913,0.147,0.46,0.599,NA,0.023,0.232,0.169,16.125,1.574,38.523,709.4,38.1,56.7,34,138.3,760.6,367.7,1378.6,35.5,1398,22.3,85.4,1.7,250.4,cam,4.2,-59,39.2,8.5,8.1,104.1,SL,Perypheral geothermal,Mature deep,Basaltic Andesite
CR17STS,ST_s,ST,CR17,STS.ST170223_S38596,NA,NA,10.002942,-83.827507,2209,sediment,Central_America,Costa_Rica,Active volcanic arc,NA,Santa Theresa,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188297,felsic,igneous,granite,187364,10,-84.099444,29.5223345,"""Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite""",55.8,2.98,4.51,4.7,NA,NA,9.94,187.3,0,19.49214,0.81,0.00442,0.02684,0.81927,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,TU 7,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ANDESITE",TU 7,10.01814,-83.76451,100.52,57.95,0.85,17.81,NA,0.1,4.23,7.27,3.92,1.4,0.26,NA,90,23,0,50,180,60,784,1,44.8,50,2.4,1.1,1.12,18,3.1,0.4,23.6,NA,0.17,8,21.4,0,5.29,25,18,3.9,925,0.4,0.4,3.3,NA,0,1.3,10,12,1.1,107,764.2694059,35.34599463,494.501,63.17899491,164.1599054,701.222978,271.8253391,1429.304633,4.313836958,1299.269114,26.19743838,95.49660979,1.686592875,2498.272089,cam,4.124637902,-114.0887985,56.35266495,8.614129066,8.011993408,105.7864227,ST,,Mature deep,Andesite
CR17TCF,TC_f,TC,CR17,TCF.TC170221_S38583,NA,CR17TCF,10.366486,-84.381208,553,fluid,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,El Tucano bubbling site,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,21899,10.0463889,-84.343889,5.42631516,"Opal,Actinolite,Osmium,Alunite,Pararealgar,Analcime,Pentlandite,Anorthite,Polydymite,Arsenic,Prehnite,Arsenolite,Pyrite,Augite,Pyrolusite,Awaruite,Pyrrhotite,Baryte,Quartz,Bornite,Realgar,Braunite,Rhodonite,Brucite,Samaniite,Calcite,Schreibersite,Chabazite-Ca,Scolecite,Chalcocite,Smythite,Chalcopyrite,Sphalerite,Chromite,Stibnite,Chrysocolla,Sugakiite,Copper,Sulphur,Covellite,Taenite,Cowlesite,Talc,Cristobalite,Thomsonite-Ca,Cubanite,Todorokite,Cuprite,Troilite,Dolomite,Tschernichite,Epidote,Vermiculite,Epistilbite,Violarite,Erlichmanite,Fluorapophyllite-(K),Galena,Garronite-Ca,Goethite,Gold,Gonnardite,Gypsum,Gyrolite,Heazlewoodite,Hematite,Hollandite,Iron,Isocubanite,Kaolinite,Laumontite,Laurite,Mackinawite,Magnetite,Malachite,Marcasite,Mesolite,Molybdenite,Mordenite,Muscovite,Natrolite,Offretite,Okenite",60,1.835,6.27,18.7,5.0443663,0.92,13.57,965.4,0.01025,32.74274,1.07,0.94095,0.00027,0.22967,g,6.57,0,18.53446676,0.06,0.012649125,0,0.04803645161,0,0.001310210526,0.05299428571,12.95616565,1.325659444,1.313599488,2.29,1.06,627.648,EarthChem,BOMB_80_7,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ANDESITE",BOMB_80_7,10.467,-84.733,99.91,53.3,0.65,18.77,8.6,0.18,5.58,9.54,2.68,0.43,0.18,NA,90.594,25.594,0.73,30.028,164.937,79.568,351.962,NA,18.655,53.062,2.74,1.612,0.98,NA,2.978,0.563,8.121,6.385,0.245,2.484,11.491,2.004,2.635,6.821,25.149,2.946,587.913,0.147,0.46,0.599,NA,0.023,0.232,0.169,16.125,1.574,38.523,711.1,39.6,24.3,59.1,174,751.8,336.1,1423.3,7.9,1366.7,18.4,89.3,1.6,551,cam,4.6,-110.7,58.2,8.5,8.1,104.1,TC,Perypheral geothermal,Mature deep,Basaltic Andesite
CR17TCS,TC_s,TC,CR17,TCS.TC170221.2_S38592,CR17TCS,CR17TCS,10.366486,-84.381208,553,sediment,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,El Tucano bubbling site,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,21899,10.0463889,-84.343889,5.42631516,"Opal,Actinolite,Osmium,Alunite,Pararealgar,Analcime,Pentlandite,Anorthite,Polydymite,Arsenic,Prehnite,Arsenolite,Pyrite,Augite,Pyrolusite,Awaruite,Pyrrhotite,Baryte,Quartz,Bornite,Realgar,Braunite,Rhodonite,Brucite,Samaniite,Calcite,Schreibersite,Chabazite-Ca,Scolecite,Chalcocite,Smythite,Chalcopyrite,Sphalerite,Chromite,Stibnite,Chrysocolla,Sugakiite,Copper,Sulphur,Covellite,Taenite,Cowlesite,Talc,Cristobalite,Thomsonite-Ca,Cubanite,Todorokite,Cuprite,Troilite,Dolomite,Tschernichite,Epidote,Vermiculite,Epistilbite,Violarite,Erlichmanite,Fluorapophyllite-(K),Galena,Garronite-Ca,Goethite,Gold,Gonnardite,Gypsum,Gyrolite,Heazlewoodite,Hematite,Hollandite,Iron,Isocubanite,Kaolinite,Laumontite,Laurite,Mackinawite,Magnetite,Malachite,Marcasite,Mesolite,Molybdenite,Mordenite,Muscovite,Natrolite,Offretite,Okenite",60,1.835,6.27,18.7,5.0443663,0.92,13.57,965.4,0.01025,32.74274,1.07,0.94095,0.00027,0.22967,g,6.57,,,,,NA,0.04803645161,NA,,,,,,,,NA,EarthChem,BOMB_80_7,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ANDESITE",BOMB_80_7,10.467,-84.733,99.91,53.3,0.65,18.77,8.6,0.18,5.58,9.54,2.68,0.43,0.18,NA,90.594,25.594,0.73,30.028,164.937,79.568,351.962,NA,18.655,53.062,2.74,1.612,0.98,NA,2.978,0.563,8.121,6.385,0.245,2.484,11.491,2.004,2.635,6.821,25.149,2.946,587.913,0.147,0.46,0.599,NA,0.023,0.232,0.169,16.125,1.574,38.523,711.1,39.6,24.3,59.1,174,751.8,336.1,1423.3,7.9,1366.7,18.4,89.3,1.6,551,cam,4.6,-110.7,58.2,8.5,8.1,104.1,TC,Perypheral geothermal,Mature deep,Basaltic Andesite
CR17VCS,VC_s,VC,CR17,VCS.VC170218_S38580,NA,NA,10.897847,-85.326461,436,sediment,Central_America,Costa_Rica,Active volcanic arc,Guanacaste_region,Blue River Volcancito,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,187362,10.5111111,-85.3175,3.71917272,"Analcime,Awaruite,Bornite,Braunite,Brucite,Calcite,Chalcocite,Chalcopyrite,Chromite,Copper,Covellite,Cowlesite,Cristobalite,Cubanite,Cuprite,Erlichmanite,Galena,Gold,Heazlewoodite,Hematite,Hollandite,Kaolinite,Laumontite,Laurite,Magnetite,Mesolite,Offretite,Opal,Osmium,Pentlandite,Polydymite,Pyrite,Pyrolusite,Pyrrhotite,Quartz,Samaniite,Smythite,Sphalerite,Stibnite,Sugakiite,Taenite,Talc,Thomsonite-Ca,Violarite",59.8,7.19,5,17.1,0.3254736,NA,6.13,925.1,0.01846,71.21107,1,2.02196,0.00616,0.3363,g,6.88,0.006398947368,27.06923465,4.65,0.011980375,NA,0.03863209677,NA,0.001424,0.02751714286,8.551337826,1.037713333,2.766016113,10.72,7.38,NA,EarthChem,RV63,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",RV63,10.833,-85.333,99.06,58.21,0.59,16.05,7.43,0.14,4.62,7.52,2.82,1.53,0.15,NA,81.11,21.31,1.41,30.63,147.72,60.02,751,NA,29.62,99.21,3.23,1.93,1.15,NA,3.71,0.67,14.18,9.07,0.3,4.23,16.09,3.94,4.03,25.76,23.47,3.79,445.61,0.26,0.57,2.8,NA,0.14,1.25,0.28,17.71,1.97,93.67,639.1698196,37.54578607,1038.68,24.19357856,161.0915741,836.4722306,444.101143,1413.39492,8.264136851,1474.917053,16.77024839,83.91875817,1.518777528,438.5991237,cam,4.106940269,-87.06365204,51.52106094,8.398391724,4.753071785,102.4356766,VC,Perypheral geothermal,calcite,Andesite
CR18XFS,XF_s,XF,CR18,XS180416.s_S44290,CR18XFS,NA,10.485523,-84.113229,74,sediment,Central_America,Costa_Rica,Active volcanic backarc,Praxair well 19,Praxair well 19,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,3188297,intermediate-felsic,igneous,andesite,293056,10,-84.1,5.73516767,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",NA,NA,NA,NA,1.86,NA,NA,925.1,0.01846,71.21107,NA,NA,NA,NA,g,7.62,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.6,1,18.25,8.908119,0.34,4.31,9.78,2.61,0.81,0.22,NA,117,NA,NA,38,297.66,70,333.1,NA,15.96,114,4.16,2.7,1.14,NA,3.91,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13,NA,3.49,439,0.16,0.61,0.72,NA,NA,0.2,NA,28.33,2.89,63.02,704.7,38.9,956.4,90.5,198.4,759,333.5,1451.5,34,1362,36.2,90.3,1.6,90.2,cam,2.2,-169.7,61.1,8.5,8.1,104.1,XF,,Mature deep,Basalt
CR18XFF,XF_f,XF,CR18,XF180416.f_S44242,NA,NA,10.485523,-84.113229,74,fluid,Central_America,Costa_Rica,Active volcanic backarc,Praxair well 19,Praxair well 19,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,3188297,intermediate-felsic,igneous,andesite,293056,10,-84.1,5.73516767,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,7.62,NA,NA,NA,NA,NA,NA,NA,NA,0.03535533906,15.527,0.195,0.669,3.59,4.67,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.6,1,18.25,8.908119,0.34,4.31,9.78,2.61,0.81,0.22,NA,117,NA,NA,38,297.66,70,333.1,NA,15.96,114,4.16,2.7,1.14,NA,3.91,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13,NA,3.49,439,0.16,0.61,0.72,NA,NA,0.2,NA,28.33,2.89,63.02,704.7,38.9,956.4,90.5,198.4,759,333.5,1451.5,34,1362,36.2,90.3,1.6,90.2,cam,2.2,-169.7,61.1,8.5,8.1,104.1,XF,,Mature deep,Basalt
CR18YRF,YR_f,YR,CR18,YR180404.f_S44278,NA,NA,9.19492,-83.28059,469,fluid,Central_America,Panama,Cordillera Talamanca,NA,Yheri,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,967024,sedimentary,sedimentary,sedimentary,206331,9.36916667,-82.976389,38.8420695,"""Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite""",26,4.59,8.9,10,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,w,2.87,NA,NA,NA,NA,NA,NA,NA,NA,0.041,28.902,NA,0.282,0.28,7.51,NA,EarthChem,TA-040107-4,whole_rock,"IGNEOUS, VOLCANIC, INTERMEDIATE, ADAKITE",TA-040107-4,9.2468,-83.2642,96.35,48.55,0.67,18.62,9.72,0.21,4.23,9.4,2.89,1.7,0.36,NA,NA,NA,NA,NA,NA,NA,1017.69,NA,63.06,4.55,2.56,1.37,1.53,NA,4.69,0.48,32.76,NA,0.21,6.27,27.4,5.88,7.07,24,NA,4.87,1090,0.26,0.58,6.28,NA,NA,2.53,NA,15.34,1.36,70,866.9080338,29.82926323,851.392,41.25222973,125.1909565,605.8740531,166.3128572,1402.847625,92.03486432,1191.633899,18.27336285,111.9961207,1.896303356,544.6360541,cam,2.20587039,-67.97796631,40.57641602,8.71883297,7.915157318,107.4337692,YR,,Mature deep,Basalt
CR18BLANK,blank,blank,,Extraction.blank_S44240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
